ID,Subject
231000180,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+SSCI102
231000183,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+MATH210
231000184,MKTG401+MKTG405+MKTG417+MKTG470+MOIT301+OPMG301
231000185,BSAD401+MKTG302+MKTG303+MKTG307+MKTG401
231000195,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000196,ECE315+ECE338+ECE345+ECE346+ECE355
231000200,AIS302+AIS323+CSCI315+CSCI417+CSCI451+CSCI467
231000201,APBI101+CBIO203+CHM102+MATH204+MICR202
231000202,CSCI305+CSCI315+CSCI419+MATH210+NSCI102
231000208,BSAD401+MKTG302+MKTG303+MKTG305+MKTG401
231000210,ECE338+ECE345+ECE355+ECE471+MEC111+MTH217
231000212,ECE315+ECE338+ECE345+ECE355+ECE471
231000214,ECE315+ECE338+ECE345+ECE346+ECE355
231000215,MNG232+MNG241+MNG321+MNG333+MNG363+MNG372
231000221,ACCT301+ACCT303+SSCI102
231000222,AIS302+AIS323+CSCI313+CSCI315+CSCI451+CSCI467
231000223,ARC343+ARC353+ARC363+ARC477+ARUD356/CVL317
231000224,CSCI305+CSCI313+CSCI315+MATH301
231000226,CSCI305+CSCI315+CSCI417+CSCI419+CSCI451+MATH210
231000239,ACCT202+BSAD401+ECON201+FINC301+OPMG302
231000241,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467
231000243,ACCT202+ECON201+MOIT301+NSCI102+OPMG302
231000245,BSAD401+MGMT402+MKTG303+OPMG304+OPMG420
231000250,ECE315+ECE338+ECE345+ECE346+ECE355+MTH216
231000254,ECE121+MEC111+MTH113+MTH215
231000256,CSCI305+CSCI313+CSCI315+MATH301
231000258,ECE314+ECE315+ECE335+ECE338+ECE346
231000259,ECE233+ECE338+ECE345+ECE346+ECE355+ECE471
231000262,CSCI305+CSCI315+CSCI417+CSCI419+HUMA001/101 (Room)
231000263,MGMT402+MKTG303+NSCI103+OPMG304+OPMG401+OPMG406
231000267,ECE315+ECE338+ECE345+ECE355+ECE471
231000269,MNG333+MNG372+MNG373+MNG382+MNG386+MNG484
231000270,ECE315+ECE338+ECE345+ECE355+ECE471
231000271,MNG223+MNG232+MNG241+MNG271
231000272,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467
231000273,BMD303+BMD407+BMD409+CSCI417+CSCI419+MATH303
231000274,AIS201+CSCI305+CSCI315+CSCI322+MATH301I
231000275,ECE314+ECE315+ECE335+ECE338
231000276,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467
231000278,AIS302+AIS323+CSCI305+CSCI313+CSCI315+CSCI467
231000281,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467
231000286,INT121+MNG241+MNG271+MTH216
231000288,CBIO204+CHM102+MATH204
231000291,AIS201+CSCI315+CSCI451+CSCI461+CSCI465+MATH201
231000294,ECE121+MTH112+MTH214+PHY112
231000310,CSCI311+CSCI417+CSCI451+CSCI461+CSCI467
231000312,ARC343+ARC353+ARC363+ARC477+ARUD356/CVL317
231000313,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467+SSCI201
231000314,ECE315+ECE338+ECE345+ECE355+ECE471
231000323,MKTG302+MKTG303+MKTG304+MKTG307+MKTG401+MOIT301
231000326,MNG335+MNG336+MNG363+MNG372
231000327,MNG321+MNG333+MNG335+MNG336+MNG363+MNG372
231000328,ACCT303+BSAD401+FINC302+FINC408+NSCI103
231000330,ACCT201+ECON201+NSCI102
231000331,ECE121+ECE151+PHY111/PHYS001
231000334,AIS302+AIS323+CSCI305+CSCI313+CSCI315+CSCI467
231000337,ARC343+ARC353+ARC363+ARC477+ARUD356/CVL317
231000340,ARC343+ARC353+ARC363+ARC477+ARUD356/CVL317
231000343,AIS302+AIS323+AIS411+CSCI315+CSCI451+CSCI467
231000345,MNG232+MNG321+MNG333+MNG363+MNG372
231000352,ECE314+ECE315+ECE338+ECE346
231000355,CVL315+CVL334+CVL411+CVL432+CVL441+CVL451
231000356,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000357,CSCI305+CSCI311+CSCI313+CSCI419+CSCI461+NSCI102
231000359,CSCI305+CSCI315+CSCI417+CSCI419
231000360,ECE315+ECE338+ECE345+ECE346+ECE355
231000363,AIS302+AIS323+CSCI451+CSCI461+CSCI467
231000365,ARC343+ARC353+ARC363+ARC477+ARUD356/CVL317
231000368,CSCI217+CSCI315+CSCI419+CSCI461
231000369,CSCI305+CSCI315+CSCI417+CSCI419+CSCI451+HUMA001/101 (Computer Lab)
231000375,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000377,MGMT402+MKTG303+NSCI103+OPMG303+OPMG304+OPMG401+OPMG406
231000380,AIS302+AIS323+AIS411+AIS431+CSCI315+CSCI451
231000383,ECE314+ECE315+ECE346
231000384,APBI304+APBI410+CBIO203+MATH102+MICR405+PHY102
231000386,CSCI415+CSCI467+CSCI482
231000387,AIS411+CSCI415+CSCI467+NSCI102+PHYS101C
231000388,MNG223+MNG232+MTH215
231000395,MNG223+MNG232+MNG241+MNG321+MNG363
231000399,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000401,BSAD401+MKTG302+MKTG303+MKTG307+MKTG401
231000402,CSCI315+CSCI417+CSCI419+CSCI461+NSCI102
231000403,MKTG302+MKTG303+MKTG305+MKTG307+MKTG401+OPMG301
231000405,CSCI205+HUMA001/101 (Room)+MATH111+PHYS101C
231000406,APBI101+APBI102+APBI305+APBI306+CBIO203+CBIO305+HUMA001/101 (Room)
231000409,IND323+IND324+IND325+IND331+IND333+IND356
231000410,AIS302+AIS323+AIS411+CSCI315+CSCI461+CSCI467
231000412,CSCI305+CSCI313+CSCI315+MATH301
231000413,MEC112+MTH113+MTH214+PHY111/PHYS001
231000415,ECE121+ECE151+ECE231+MTH215+MTH216
231000419,MKTG302+MKTG303+MKTG304+MKTG307+MKTG401
231000424,CSCI313+CSCI315+CSCI322+MATH203
231000427,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+HUMA102+MATH210
231000435,CHM111+IND252+MENG422+MNG223+SSCI201
231000440,ECE233+ECE314+ECE315+ECE335+ECE338+ECE424
231000441,ECE241+ECE252+ECE338+ECE345
231000443,ECE315+ECE338+ECE345+ECE346+ECE355
231000449,BSAD401+MKTG302+MKTG303+MKTG305+MKTG307+MKTG401
231000452,APBI305+APBI306+CBIO305+CBIO306
231000457,ECE315+ECE338+ECE345+ECE346+ECE355+ECE471
231000458,CSCI305+CSCI315+CSCI419+CSCI461+HUMA001/101 (Room)+NSCI102
231000459,ECE213+ECE233+ECE315+ECE338+ECE345+ECE346
231000460,BSAD401+MKTG302+MKTG303+MKTG304+MKTG307+NSCI103+SSCI102
231000461,APBI305+APBI306+APBI410+CBIO305+CBIO306+CBIO409+MICR405
231000470,AIS302+AIS323+AIS431+CSCI315+CSCI461+CSCI465+CSCI467
231000473,MNG321+MNG333+MNG335+MNG336+MNG363+MNG372
231000474,ECE233+ECE315+ECE338+ECE345+ECE355
231000476,CHM111+CVL315+CVL361+CVL411+CVL412+CVL441+CVL451
231000477,ECE252+ECE315+ECE338+ECE345+ECE355+ECE471
231000482,ECE121+INT121+MTH215+MTH217
231000483,ECE315+ECE338+ECE345+ECE346+ECE355
231000489,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467
231000491,AIS302+AIS323+CSCI315+CSCI451+CSCI467+SSCI201
231000493,ECE213+ECE232+ECE233+ECE241+ECE338+MTH217
231000496,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000502,CSCI207+HUMA102+PHYS101C
231000508,ECE315+ECE345+ECE346+ECE355
231000509,IENG345+IND242+IND252+IND323+IND324+IND333
231000512,BSAD401+MGMT402+MKTG303+OPMG304+OPMG401+OPMG406
231000514,CSCI305+CSCI315+CSCI417+CSCI419+CSCI451+SSCI102
231000516,ARC343+ARC353+ARC363+ARC477+ARUD356/CVL317
231000517,CSCI305+CSCI311+CSCI313+CSCI322+CSCI419+MATH210
231000521,CSCI305+CSCI315+CSCI417+CSCI419+HUMA102+MATH301
231000523,INT121+PHY111/PHYS001
231000524,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+HUMA102+MATH210
231000525,CSCI207+MATH112I+MATH113/MATH211+PHYS101C
231000530,ARC251+ARC262+ARC343+ARUD356/CVL317
231000531,MNG321+MNG333+MNG335+MNG336+MNG363+MNG372
231000541,MGMT402+MKTG303+MOIT301+OPMG304+OPMG406
231000542,MGMT402+MKTG303+MOIT301+OPMG303+OPMG304+OPMG406
231000546,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+SSCI102
231000547,CSCI305+CSCI315+CSCI417+CSCI419
231000554,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000555,ACCT301+ACCT303+FINC406
231000557,MNG223+MNG271+MTH215
231000560,ECE315+ECE338+ECE345+ECE346+ECE355
231000562,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000566,BSAD401+FINC305+MKTG302+MKTG303+MKTG307+MKTG401
231000567,AIS302+CSCI315+CSCI451+CSCI461+CSCI467
231000568,CSCI305+CSCI315+CSCI415+CSCI417+CSCI461+HUMA001/101 (Room)
231000571,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000572,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000573,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467+SSCI201
231000574,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+HUMA001/101 (Room)
231000576,ECE315+ECE338+ECE345+ECE346+ECE355
231000577,ACCT201+ECE314+ECE315+ECE335+ECE338+ECE346+FINC301
231000578,ACCT303+BSAD401+MGMT402+OPMG304+OPMG401+OPMG406
231000582,CSCI208+MATH113/MATH211+MATH201+PHYS101C
231000583,ECE252+ECE315+ECE338+ECE345+ECE346+MTH216
231000587,CSCI305+CSCI315+CSCI417+CSCI461
231000591,ECE213+ECE315+ECE338+ECE345+ECE346+ECE355
231000592,MATH203+MATH301
231000594,ACCT303+FINC407+FINC408+HUMA102+NSCI103
231000596,CBIO305+CBIO306+CBIO312+CBIO313+CBIO314
231000600,ECE315+ECE338+ECE345+ECE346+ECE355+ECE471
231000603,ECE213+ECE252+ECE315+ECE338+ECE345+ECE355
231000604,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000605,CSCI305+CSCI311+CSCI461
231000611,MKTG303+OPMG304+OPMG401+OPMG406
231000613,APBI305+APBI306+CBIO305+CBIO306+HUMA001/101 (Room)
231000614,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467
231000615,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+HUMA102+SSCI102
231000616,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000617,CSCE101B+ECON201+OPMG301
231000619,CSCI305+CSCI315+CSCI419+MATH210+NSCI102
231000620,AIS302+AIS323+CSCI305+CSCI313+CSCI315+CSCI451
231000621,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000625,BMD212+CSCI417+CSCI419+CSCI461+MATH303+SSCI201
231000626,ECE232+ECE315+ECE335+ECE338+ECE346+ECEN456
231000627,MNG223+MNG232+MNG241+MNG321+MNG333+MNG363
231000634,BMD303+BMD407+BMD409+CSCI417+CSCI419+MATH303
231000635,CSCI305+CSCI315+CSCI417+CSCI419
231000636,CSCI305+CSCI315+CSCI417+CSCI419+MATH301
231000644,CSCI313+CSCI315+CSCI417+CSCI461+HUMA001/101 (Computer Lab)
231000645,ARC222+ARC262+CVL213
231000646,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+MATH210
231000647,MKTG302+MKTG303+MKTG304+MKTG305+MKTG307+MKTG401
231000649,BMD303+CSCI205+CSCI207+CSCI212/CSCI221
231000650,AIS302+AIS323+AIS431+CSCI315+CSCI461+CSCI467
231000654,AIS302+CSCI305+CSCI315+CSCI417
231000658,MKTG303+MKTG305+SSCI102
231000660,CBIO305+CBIO306+CBIO312+CBIO313+CBIO314+CBIO409
231000661,CSCI305+CSCI315+CSCI417+CSCI419+MATH301
231000662,BSAD401+MGMT402+MKTG303+OPMG304+OPMG401+OPMG406
231000665,BSAD401+MKTG303+OPMG304+OPMG401+OPMG406+OPMG420
231000667,CVL315+CVL334+CVL411+CVL432+CVL441+CVL451
231000669,AIS201+CSCI208+CSCI451+CSCI461
231000674,CSCI305+CSCI315+CSCI417+CSCI451+MATH301
231000677,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+NSCI102
231000678,BMD303+BMD407+BMD409+CSCI417+CSCI419+MATH303
231000679,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+MATH210+SSCI102
231000681,CSCI208+CSCI217+MATH203
231000682,CSCI305+CSCI315+CSCI417+CSCI461+MATH210
231000685,BMD303+BMD407+BMD409+CSCI417+CSCI419+MATH303
231000686,CSCI207+MATH201
231000687,CSCI315+CSCI417+CSCI419+CSCI451+CSCI461
231000689,APBI101+BIO205+BIO206+CBIO203+MICR202
231000690,APBI101+APBI410+BIO206+CBIO203+MICR202
231000695,APBI410+BIO205+BIO206+CBIO203+MATH103B+MICR202
231000697,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+NSCI102
231000704,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000705,CSCI305+CSCI313+CSCI315+CSCI417+CSCI419+CSCI451+ECEN101C
231000707,CSC101/CSC111+CSCI205+MATH111
231000710,MNG321+MNG333+MNG335+MNG336+MNG363+MNG372
231000711,CSCI305+CSCI315+CSCI417+CSCI419+MATH301
231000713,CSCI305+CSCI315+CSCI451+HUMA102+MATH301
231000714,MNG232+MNG321+MNG333+MNG363+MNG372+MTH113
231000718,CSCI305+CSCI315+CSCI419+CSCI461+MATH301
231000719,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+NSCI102
231000722,ECE314+ECE315+ECE335+ECE338+ECE346
231000723,CSCI305+CSCI315+CSCI417+NSCI102
231000724,MNG321+MNG333+MNG335+MNG336+MNG363+MNG372
231000729,AIS302+AIS323+CSCI305+CSCI313+CSCI315+CSCI467
231000730,ECE314+ECE315+ECE335+ECE338+ECE346
231000733,CSCI305+CSCI311+CSCI313+CSCI322+CSCI419
231000739,APBI305+APBI306+CBIO305+CBIO306+MICR405
231000741,CSCI305+CSCI315+CSCI419+CSCI461+HUMA001/101 (Room)+NSCI102
231000746,CSCI212/CSCI221+CSCI305+CSCI313+CSCI417
231000751,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+MATH210
231000755,CSCI305+CSCI315+CSCI417+CSCI419+CSCI451+CSCI461+NSCI102
231000758,ECE252+ECE315+ECE338+ECE345+ECE346+ECE355
231000762,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000764,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467+SSCI201
231000765,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467+SSCI201
231000766,ACCT303+BSAD401+MGMT402+MOIT301+OPMG401
231000770,CBIO305+CBIO306+CBIO312+CBIO313+CBIO314
231000772,APBI305+APBI306+CBIO305+CBIO306
231000774,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467
231000775,ACCT202+FINC301+OPMG302
231000777,APBI102+APBI305+APBI306+CBIO305+CBIO306
231000778,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+NSCI102
231000779,APBI102+APBI305+APBI306+CBIO305+CBIO306+MATH204
231000780,APBI305+APBI306+APBI410+CBIO305+CBIO306+CBIO409+MICR405
231000783,ECE315+ECE338+ECE345+ECE346+ECE355
231000786,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000789,ECE315+ECE338+ECE345+ECE355+ECE471
231000791,ACCT301+ACCT303+FINC302+FINC406
231000792,CSCI305+CSCI315+CSCI417+CSCI419+CSCI451+NSCI102
231000793,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467
231000796,CVL315+CVL334+CVL411+CVL432+CVL441+CVL451
231000797,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000798,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+NSCI102
231000799,MNG321+MNG333+MNG335+MNG336+MNG363+MNG372
231000802,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000803,ACCT202+ECON201+MOIT301+OPMG302+SSCI102
231000809,APBI410+MATH103B+SSCI201
231000810,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000811,BSAD401+BSAD420+MKTG303+OPMG304+OPMG401+OPMG406
231000813,APBI305+APBI306+CBIO305+CBIO306+MICR405
231000814,ECE314+ECE315+ECE335+ECE338+ECE346
231000817,ECE315+ECE338+ECE345+ECE346+ECE355+ECE471
231000818,BMD303+CSCI417+CSCI451+CSCI461+SSCI201
231000821,APBI305+APBI306+CBIO305+CBIO306
231000822,APBI101+APBI102+APBI305+APBI306+CBIO305+CBIO306+MICR405
231000826,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+MATH210
231000832,APBI101+APBI102+CBIO203+MATH204+MICR202
231000834,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467
231000838,BSAD401+MKTG302+MKTG303+MKTG304+MKTG307
231000839,MOIT301+NSCI102
231000842,CSCI305+CSCI315+CSCI417+CSCI461+MATH210
231000843,APBI102+CBIO203+CBIO204+MATH102+MICR202
231000844,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+MATH210
231000845,ECE314+ECE315+ECE335+ECE338+ECE346
231000847,AIS302+AIS323+CSCI315+CSCI451+CSCI461+MATH203I
231000848,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467
231000853,CSCI305+CSCI417+CSCI461+ECEN101C+MATH112
231000854,CSCI305+CSCI315+CSCI419+CSCI461
231000856,CSCI305+CSCI315+CSCI417+CSCI419+MATH301
231000857,CSCI305+CSCI315+CSCI417+CSCI451+MATH301
231000861,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467+SSCI201
231000866,CSCI207+CSCI212/CSCI221+MATH111+MATH201
231000870,ECE315+ECE338+ECE345+ECE346+ECE355+ECE471
231000873,CSCI305+CSCI315+CSCI322+CSCI419
231000875,MATH201+NSCI102
231000878,CSCI208+CSCI212/CSCI221+CSCI217+MATH112
231000880,APBI305+APBI306+APBI410+CBIO305+CBIO306+CBIO409+MICR405
231000882,ECE346+ECE471+MTH216+MTH217
231000883,ARC343+ARC353+ARC363+ARC477+ARUD356/CVL317
231000884,MNG321+MNG333+MNG335+MNG336+MNG363+MNG372
231000893,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+HUMA102+MATH210
231000894,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+SSCI102
231000895,MTH112+MTH214+PHY111
231000897,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467
231000899,BMD303+BMD407+BMD409+CSCI417+CSCI419+MATH303
231000900,CSCI305+CSCI313+CSCI315+CSCI417+CSCI461+MATH210
231000910,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000912,CSCI305+CSCI311+CSCI417+CSCI419
231000913,MGMT402+NSCI102+OPMG405
231000915,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467
231000917,APBI305+APBI306+CBIO305+CBIO306
231000920,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+MATH112
231000929,BSAD401+MKTG302+MKTG303+MKTG307+MKTG401+OPMG302
231000932,ECE315+ECE338+ECE345+ECE346+ECE355
231000933,APBI305+APBI306+CBIO305+CBIO306+MICR405
231000934,APBI304+APBI305+APBI306+CBIO305+CBIO306+MATH204
231000936,BMD303+BMD407+BMD409+CSCI417+CSCI419+MATH303
231000937,BIO205+BIO206+CBIO203+CBIO313+MICR405
231000939,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467+SSCI201
231000940,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000941,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467
231000943,CSCI305+CSCI315+CSCI419+CSCI461+HUMA102+MATH210
231000947,APBI305+APBI306+CBIO305+CBIO306+MICR405
231000949,MNG321+MNG333+MNG335+MNG336+MNG363+MNG372
231000951,BIO206+CBIO312+CBIO313+CBIO314
231000957,AIS302+AIS323+CSCI305+CSCI313+CSCI315+CSCI467
231000958,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231000962,CSCI112+CSCI205+MATH112+PHYS101C
231000965,ACCT301+ACCT303+FINC302+FINC408
231000967,CSCI305+CSCI315+CSCI415+CSCI417+CSCI465
231000968,CSCI305+CSCI315+CSCI417+CSCI419+CSCI451+NSCI102
231000971,MNG321+MNG333+MNG335+MNG336+MNG363+MNG372
231000976,ECE315+ECE338+ECE345+ECE346+ECE355
231000979,ECE315+ECE338+ECE345+ECE346+ECE355
231000980,CSCI305+CSCI315+CSCI419+CSCI461+SSCI102
231000987,MNG321+MNG333+MNG335+MNG336+MNG363+MNG372
231000991,ECE315+ECE338+ECE345+ECE355
231000993,AIS302+AIS323+CSCI208+CSCI315+CSCI451+CSCI467
231000995,CSCI305+CSCI315+CSCI417+CSCI419+MATH210+SSCI102
231000999,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+SSCI102
231001000,CSCI305+CSCI451+CSCI482
231001007,APBI305+APBI306+CBIO305+CBIO306
231001008,ACCT202+MOIT301+NSCI102
231001011,MNG321+MNG333+MNG335+MNG336+MNG363+MNG372
231001012,BSAD401+MKTG302+MKTG303+MKTG304+MKTG307
231001015,BMD303+BMD407+BMD409+CSCI417+CSCI419+MATH303
231001025,CSCI305+CSCI315+CSCI419+CSCI461+MATH210+NSCI102
231001030,CSCI305+CSCI315+CSCI419+CSCI451+MATH210
231001032,ECE232+ECE314+ECE315+ECE335+ECE338+ECE346
231001035,ACCT301+FINC302+FINC407
231001039,BMD303+BMD407+CSCI417+CSCI419+CSCI461+MATH303
231001040,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231001044,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+HUMA102+MATH210
231001046,CSCI305+CSCI315+CSCI417+CSCI419+NSCI102+SSCI102
231001048,CSCI205+CSCI208+CSCI305+CSCI313+MATH201
231001049,ECE213+ECE231+ECE314+ECE338+ECE346
231001052,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+MATH210
231001055,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+MATH210+SSCI102
231001057,CSCI315+CSCI417+CSCI419+CSCI461+MATH301
231001058,BSAD401+FINC302+FINC408
231001062,CVL315+CVL361+CVL411+CVL412+CVL441+CVL451
231001064,ECE314+ECE315+ECE335+ECE338+ECE346
231001069,ECE314+ECE315+ECE335+ECE338+ECE346
231001070,ECE213+ECE232+ECE314+ECE315+ECE335+ECE338
231001071,BIO205+CBIO203+CBIO305+CBIO312+CBIO313+MICR202
231001074,BSAD401+ECON201+MKTG302+MKTG303+MKTG304+MKTG307
231001075,CSCI313+CSCI315+CSCI417+MATH210+SSCI102
231001076,MNG321+MNG333+MNG335+MNG336+MNG363+MNG372
231001078,MNG321+MNG333+MNG335+MNG336+MNG363+MNG372
231001081,BMD303+BMD407+BMD409+CSCI417+CSCI419+MATH303
231001085,CSCI112+CSCI205+MATH111I+PHYS101C
231001086,CSCI305+CSCI315+CSCI417+CSCI461+MATH210
231001088,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231001089,BMD303+BMD407+BMD409+CSCI417+CSCI419+MATH303
231001096,CSCI305+CSCI315+CSCI419+CSCI451+SSCI102
231001097,CSCI208+ECE252+ECE315+ECE338+ECE355+ECE471
231001098,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+HUMA102+NSCI102
231001102,ECE314+ECE315+ECE335+ECE338+ECE346
231001109,ECE314+ECE315+ECE335+ECE346+ECEN473
231001111,CSCI305+CSCI313+CSCI417+CSCI419+CSCI461
231001113,APBI305+APBI306+APBI410+CBIO305+CBIO306+CBIO409+MICR405
231001114,CSCI305+CSCI417+CSCI419+NSCI102
231001117,CSCI305+CSCI315+CSCI417+CSCI419+HUMA001/101 (Room)+HUMA102+SSCI102
231001118,BMD303+BMD407+BMD409+CSCI417+CSCI419+MATH303
231001119,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467+SSCI201
231001120,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+NSCI102
231001121,ACCT301+FINC302+FINC408
231001122,CSCI305+CSCI315+CSCI419+CSCI461
231001124,CSCI217+MATH113/MATH211+MATH201
231001125,ECE314+ECE315+ECE335+ECE338+ECE346
231001126,CSCI305+CSCI315+CSCI419+CSCI461+MATH113/MATH211
231001127,ACCT303+MKTG303+OPMG304+OPMG401+OPMG406
231001128,MGMT402+MOIT301+NSCI102+OPMG304+OPMG406
231001130,APBI305+APBI306+CBIO305+CBIO306+MICR405
231001131,CSCI305+CSCI315+CSCI417+CSCI419+CSCI451+MATH210
231001132,MKTG302+MKTG303+MKTG304+MKTG305+MKTG307+MKTG401
231001137,AIS302+AIS323+CSCI315+CSCI451+CSCI461+CSCI467+SSCI201
231001144,ACCT202+BSAD401+MGMT402+NSCI102+OPMG302
231001145,MNG321+MNG333+MNG335+MNG336+MNG363+MNG372
231001146,CSCI205+CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231001151,AIS201+CSCI305+CSCI313+CSCI315+CSCI417+CSCI451
231001155,BSAD401+MKTG302+MKTG303+MKTG307+MKTG401
231001160,ACCT202+OPMG302+SSCI102
231001161,CSCI305+CSCI315+CSCI419+CSCI461
231001166,CSCI305+CSCI313+CSCI315+CSCI419
231001168,CSCI305+CSCI315+CSCI419+CSCI461+MATH210+SSCI102
231001170,BMD303+BMD407+BMD409+CSCI417+CSCI419+HUMA001/101 (Room)+MATH303
231001177,ACCT301+BSAD401+FINC301+NSCI103+OPMG301+OPMG405
231001178,BSAD401+MGMT402+MKTG303+OPMG304+OPMG401+OPMG406
231001179,CSCI217+CSCI311+CSCI322+MATH203
231001181,CSCI305+CSCI419+CSCI461+HUMA102+MATH301+SSCI102
231001183,ECE213+ECE241+ECE315
231001184,ECE252+ECE338+ECE345+ECE346+ECE355+MTH216
231001185,ECE314+ECE315+ECE335+ECE338+ECE346
231001189,CBIO203+MICR202
231001190,APBI101+APBI305+APBI306+CBIO305+CBIO306
231001194,BMD303+BMD407+BMD409+CSCI417+CSCI419+MATH303
231001196,APBI305+APBI306+CBIO305+CBIO306
231001198,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+HUMA102+MATH210
231001200,APBI102+APBI305+APBI306+CBIO305+CBIO306
231001201,MNG321+MNG333+MNG335+MNG336+MNG363+MNG372
231001203,CSCI305+CSCI315+CSCI417+CSCI419+CSCI451
231001205,MNG241+MNG321+MNG333+MNG335+MNG336+MNG363+MNG372
231001207,APBI101+APBI305+APBI306+CBIO305+CBIO306+CBIO313
231001209,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231001211,APBI305+APBI306+CBIO305+MATH102
231001212,CSCI305+CSCI315+CSCI417+CSCI419+CSCI451
231001214,APBI305+APBI306+CBIO305+CBIO306
231001215,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461+NSCI102
231001217,CSCI217+MATH112+MATH113/MATH211+MATH201
231001218,CBIO305+CBIO306+CBIO312+CBIO313+CBIO314
231001220,APBI102+APBI305+APBI306+CBIO305+CBIO306+MATH204
231001221,APBI305+APBI306+APBI410+CBIO305+CBIO306+CBIO409+MICR405
231001223,CSCI313+CSCI417+CSCI419+MATH303
231001227,CSCI311+CSCI322+CSCI417+NSCI102
231001228,CSCI305+CSCI315+CSCI417+CSCI419+CSCI461
231001229,BMD303+BMD407+BMD409+CSCI417+CSCI419+MATH303
231001231,CBIO305+CBIO306+CBIO312+CBIO313+CBIO314
